Gene	Direction_in_ABCs
Ubxn11	down
Cxcr5	down
Zkscan14	down
Ino80	down
Gps2	down
Slx4	down
Dennd1c	down
Gemin7	down
Use1	down
Tspyl2	down
Gpatch4	down
Leng1	down
Arrdc1	down
Prickle3	down
Icam2	down
BC029214	down
Pnisr	down
Spns2	down
Gch1	down
Tec	down
Sigirr	down
Epc1	down
2310033P09Rik	down
Ciz1	down
Kansl3	down
9430015G10Rik	down
Mea1	down
Ssna1	down
Kansl2	down
Rassf1	down
Cdkal1	down
Zbtb7b	down
Prr24	down
Gps1	down
Limk2	down
Lyl1	down
Anks3	down
Hsd17b10	down
Pck2	down
Rps15	down
Acin1	down
Dcaf15	down
Dgat1	down
Zfp653	down
Gripap1	down
Gadd45a	down
Cd79b	down
Sdhaf1	down
Mib2	down
Mrpl49	down
Cep95	down
Coq6	down
Fbf1	down
Chd2	down
Exosc10	down
Kctd14	down
Ppan	down
Ighmbp2	down
Znrf1	down
Map3k8	down
Lmo2	down
Urm1	down
Adrm1	down
Alyref2	down
Zc3h7a	down
Ubxn1	down
Irak2	down
BC094916	down
Lrrc45	down
Nckipsd	down
Fh1	down
Timm13	down
Mov10	down
Accs	down
Fbxl19	down
Pfdn5	down
Gnl1	down
Dusp2	down
Toporsos	down
Puf60	down
Rnmtl1	down
Rabgef1	down
Pus1	down
Taok2	down
Stac2	down
Kctd3	down
Nolc1	down
Wdfy1	down
Gm15800	down
Drap1	down
Taz	down
Rpl14	down
Sugp2	down
Cpm	down
Emg1	down
Vamp1	down
Cdk11b	down
Trmt2a	down
Wdr74	down
Rps20	down
Rps14	down
Dus3l	down
Gtpbp2	down
Szt2	down
Exosc1	down
Chchd10	down
Aip	down
Ankrd11	down
Kri1	down
Bola2	down
Arhgap9	down
Zfp777	down
Zscan20	down
5830415F09Rik	down
Gpatch11	down
Ccnj	down
Fnbp4	down
Tnip1	down
Fbxl12	down
Clpp	down
Zfp296	down
Supt5	down
Hip1r	down
Bnip1	down
Mprip	down
Srpk3	down
Neurl3	down
Prrc2a	down
Akap8l	down
Iqsec1	down
4930523C07Rik	down
Cxxc1	down
Tecpr1	down
Rp9	down
9930104L06Rik	down
Thap4	down
Brms1	down
Mfng	down
Bcl6	down
Git1	down
Nudt8	down
Osbpl7	down
Stra13	down
Phf21a	down
Actr5	down
Pqbp1	down
Kmt2b	down
Map3k14	down
Relb	down
Mast2	down
Enthd2	down
Tcf20	down
Sart1	down
Fry	down
Gpank1	down
Chd6	down
Med31	down
Prr3	down
Fcrl1	down
Rps19bp1	down
Rftn2	down
Supt20_1	down
Cc2d1b	down
Ppdpf	down
Tbrg4	down
Cables2	down
Arih2	down
Map2k2	down
Prmt7	down
Ccdc61	down
Rps21	down
Sap30l	down
Rassf7	down
Kctd2	down
Ccdc134	down
Rbm10	down
Hes6	down
Ypel3	down
Zfp212	down
Ccdc101	down
Rbm5	down
Safb	down
Crtc2	down
5830418K08Rik	down
Cabin1	down
Klhl17	down
2310061I04Rik	down
Ddx54	down
Rela	down
Trp53i13	down
Nprl2	down
Arhgap4	down
Phb2	down
Pisd	down
Zfp444	down
Pxdc1	down
Atrip	down
Fam160a2_2	down
Dus2	down
Grwd1	down
Lemd2	down
Nisch	down
Nelfb	down
Ranbp10	down
Ccdc77	down
Stambpl1	down
C87436	down
Ctps2	down
Chkb	down
Snx2	down
Ttc5	down
Zfp335	down
2810408M09Rik	down
Raly	down
Gtpbp6	down
Bin1	down
Ndrg1	down
Banp	down
Atg2a	down
Ccdc124	down
Dnajb2	down
Rab3ip	down
Tspan32	down
Bptf	down
Scamp3	down
Lsg1	down
Traf2	down
Xab2	down
Ddx41	down
Dennd2d	down
2210018M11Rik	down
Mlycd	down
Miip	down
Prkrip1	down
Rps5	down
1700037H04Rik	down
Dync1h1	down
Clk3	down
Dgcr14	down
Prr14	down
Phf12	down
Tbl3	down
Ccdc94	down
Zfp592	down
Gpatch3	down
U2af1l4	down
Abtb1	down
Rbfa	down
Rasal3	down
Ikbkb	down
Acd	down
Sbf1	down
Dclk2	down
Pxk	down
Gnl2	down
Sipa1	down
Ip6k2	down
Rce1	down
Ddx25	down
Akt3	down
Thap7	down
Mast3	down
Cherp	down
Grap	down
Satb1	down
Rrp1	down
Pih1d1	down
Rnf220	down
Scrib	down
2310003H01Rik	down
Pkn1	down
Pcnt	down
Cxxc5	down
Zfp513	down
Tsen54	down
Zbtb40	down
AI837181	down
Tmem198b	down
Sympk	down
0610011F06Rik	down
Ubald2	down
Cmtm7	down
Exosc5	down
Nxf1	down
Rapgef4	down
Bmf	down
Fam86	down
Ppcs	down
Klc2	down
Gsdmd	down
Pydc3	down
Mknk2	down
Lace1	down
Zbtb17	down
AI606181	down
Phf7	down
Ell	down
Macf1	down
Sirt6	down
Them6	down
Zfp414	down
Akap12	down
Trub1	down
Zfp747	down
Simc1	down
Chd7	down
Nosip	down
Polr2i	down
Tmco6	down
Rpl23a	down
Mdm4	down
Limd2	down
Smad7	down
Upf3b	down
Dhx37	down
Zfp637	down
Crip1	down
Cdt1	down
Hsf1	down
H2-Q5	down
Qtrt1	down
Dhps	down
Gtf2ird2	down
Phykpl	down
Dhx57	down
Cep89	down
Prpf3	down
Sbk1	down
Per1	down
Phf1	down
Impdh1	down
Sertad1	down
Supt4a	down
2310047M10Rik	down
Wdr4	down
Pias4	down
Nek8	down
Fbxo9	down
Traf4	down
Gpn2	down
Gm10505	down
Mrps24	down
Tmem81	down
Nfrkb	down
Mettl17	down
Rfc1	down
Mtor	down
Bcl2l12	down
Pnpla6	down
Rpl9	down
Grhpr	down
Tmf1	down
Saysd1	down
Mier2	down
Polr3d	down
Pstpip1	down
Wibg	down
Ptp4a3	down
Ints1	down
Cyth1	down
B9d2	down
Ndor1	down
Mbd3	down
Chd3	down
Aes	down
Fam203a	down
Ccdc71	down
Nab2	down
Ubr4	down
Zfp956	down
Dus1l	down
Rnf144a	down
Dxo	down
Sars2	down
Deaf1	down
Arl2	down
Gmip	down
Gm8186	down
Oas1c	down
Sfn	down
Cntrl	down
Trip10	down
Bcl7c	down
Nle1	down
Fau	down
Ccdc130	down
1700030K09Rik	down
Cog1	down
Acot8	down
Snhg1	down
Rpp21	down
Bcl3	down
AI413582	down
Ipo13	down
E4f1	down
Dedd2	down
Ctu2	down
Pqlc2	down
Rpl37a	down
Noc2l	down
Polrmt	down
2310011J03Rik	down
Surf2	down
Mrm1	down
Dhx38	down
Crisp3	down
Ddx26b	down
Pick1	down
Traf3	down
Neurl2	down
Ubxn6	down
Crebbp	down
Tnrc6c	down
Zfp511	down
Arfgap1	down
Rnpepl1	down
Ccr7	down
Zbtb49	down
Rps16	down
Ciapin1	down
Rad9a	down
Cog8	down
Gpn1	down
Cluap1	down
Marveld2	down
Id3	down
Tmem42	down
Fcho1	down
Mutyh	down
Vars	down
Fgfr1op	down
Mapk1ip1	down
Mcrs1	down
Srrm2	down
Zfp408	down
Prr12	down
Il12a	down
Gba2	down
Dusp7	down
Hmha1	down
Gsn	down
Xrcc6bp1	down
Rpusd3	down
Il4i1	down
Bend5	down
Dok3	down
Stk25	down
1110038F14Rik	down
Scnm1	down
Plec	down
Rnf25	down
Rfng	down
Ankzf1	down
Pnkp	down
AI462493	down
Ogfod2	down
Brd3	down
Zfp688	down
Timm44	down
Trnau1ap	down
Foxo4	down
Alkbh7	down
Lsm14b	down
Rai1	down
Evi5l	down
Kat8	down
Setd6	down
Dpm3	down
Egr1	down
Upf1	down
Hhex	down
Tnip2	down
Gm11131	down
Vamp2	down
Wbscr16	down
Zfp652	down
Itgb7	down
Alkbh6	down
Rnf123	down
Rbm33	down
Hopx	down
Ccdc88c	down
Def6	down
Cep250	down
Ptbp2	down
Arid1a	down
Ccdc9	down
Scrn2	down
Mepce	down
Ddx55	down
Rps13	down
Rtel1	down
Hirip3	down
A230050P20Rik	down
Tet2	down
Jmjd6	down
Faah	down
Faim3	down
Kdm4b	down
Dcp1b	down
Fkbp4	down
Pdlim7	down
Med29	down
Mettl22	down
Slfn2	down
Pglyrp2	down
Fastk	down
Zswim8	down
Macrod1	down
Sft2d1	down
1110001J03Rik	down
Zfp1	down
Ccdc163	down
Sh3glb2	down
Kmt2d	down
Nktr	down
Cd40	down
Dph7	down
Bod1	down
Dhx16	down
1110054M08Rik	down
Eif5b	down
Fibp	down
Rmnd5b	down
Abhd17a	down
Rabac1	down
Gtpbp3	down
Mettl18	down
Tjp3	down
Lrch4	down
Zfp142	down
Stub1	down
2310015A10Rik	down
Iqce	down
Chchd5	down
Pglyrp1	down
Dhx34	down
Arglu1	down
Gm4955	down
Kmt2a	down
Akap9	down
Rfxap	down
Gdi1	down
Tjap1	down
Rpl36	down
Cdk10	down
Clasrp	down
Chrac1	down
Fbrs	down
Endov	down
Trmt61a	down
Arid1b	down
Oasl1	down
Cenpj	down
Suv420h2	down
Atf4	down
Gm9825	down
Narg2	down
Bcdin3d	down
Mdn1	down
Cc2d1a	down
Sugp1	down
Lins	down
Wdr91	down
A930005H10Rik	down
Gdf11	down
Paxbp1	down
Ddx11	down
