Gene	Direction_in_ABCs
Relb	down
Reln	up
Rexo2	up
Rfc1	down
Rfng	down
Rftn2	down
Rfxank	down
Rfxap	down
Rgl2	down
Rgs1	up
Rgs10	up
Rgs14	down
Rgs3	up
Rhob	up
Rhobtb1	up
Rhoq	up
Rims3	up
Rin2	up
Rltpr	down
Rmi2	up
Rmnd1	down
Rmnd5b	down
Rnase6	down
Rnd3	up
Rnf103	up
Rnf11	up
Rnf122	down
Rnf123	down
Rnf13	up
Rnf144a	down
Rnf144b	up
Rnf149	up
Rnf150	up
Rnf167	down
Rnf220	down
Rnf25	down
Rnf31	down
Rnf40	down
Rnmtl1	down
Rnpepl1	down
RP23-458B6.6	up
RP23-76P9.1	up
RP24-247B20.1	up
RP24-439I22.1	up
RP24-63G4.11	up
Rp2h	up
Rp9	down
Rpain	down
Rpe	up
Rpl11	down
Rpl12	down
Rpl13	down
Rpl14	down
Rpl17	down
Rpl18	down
Rpl23a	down
Rpl24	down
Rpl28	down
Rpl29	down
Rpl3	down
Rpl34	down
Rpl36	down
Rpl37a	down
Rpl5	down
Rpl6	down
Rpl8	down
Rpl9	down
Rplp0	down
Rplp1	down
Rpp21	down
Rps13	down
Rps14	down
Rps15	down
Rps16	down
Rps19	down
Rps19bp1	down
Rps20	down
Rps21	down
Rps28	down
Rps5	down
Rpusd3	down
Rragd	up
Rrm1	up
Rrm2	up
Rrp1	down
Rrp8	down
Rrp9	down
Rtel1	down
Rtn4	up
Rufy1	down
Rxra	up
Rxrb	down
Ryk	up
S100a1	up
S1pr3	up
S1pr4	down
S1pr5	up
Sacm1l	up
Safb	down
Safb2	down
Samd9l	down
Samsn1	down
Sap30l	down
Sars2	down
Sart1	down
Sash1	up
Satb1	down
Saysd1	down
Sbf1	down
Sbf2	up
Sbk1	down
Scamp1	up
Scamp3	down
Scamp5	up
Scimp	up
Scnm1	down
Scrib	down
Scrn2	down
Sdc3	up
Sdcbp	up
Sdf2l1	up
Sdha	down
Sdhaf1	down
Sdhb	down
Sdhc	down
Sdhd	down
Secisbp2	down
Sel1l	up
Selenbp1	up
Selo	down
Sepp1	down
Sept10	up
Sept8	up
Serinc1	up
Serinc5	up
Serpina3f	down
Serpina3g	down
Serpinb1a	down
Serpinb6a	down
Serpinb6b	down
Serpinb9	down
Serpini1	down
Sertad1	down
Sesn2	up
Setd6	down
Sfn	down
Sft2d1	down
Sgol1	up
Sgpl1	up
Sgpp1	up
Sh2b1	down
Sh2d1b2	up
Sh2d2a	down
Sh3bgrl	up
Sh3bgrl2	up
Sh3bp1	down
Sh3bp4	up
Sh3bp5l	down
Sh3d19	up
Sh3gl1	down
Sh3glb2	down
Sh3pxd2b	up
Sh3tc1	down
Sharpin	down
Shcbp1	up
Shisa5	down
Sigirr	down
Siglece	up
Siglecg	down
Siglech	up
Simc1	down
Sipa1	down
Sirpa	up
Sirpb1a	up
Sirpb1b	up
Sirt6	down
Sirt7	down
Skp2	up
Slamf8	up
Slc25a1	down
Slc25a10	down
Slc25a12	down
Slc25a13	down
Slc25a14	down
Slc25a16	down
Slc25a17	down
Slc25a22	down
Slc25a24	down
Slc25a25	down
Slc25a26	down
Slc25a3	down
Slc25a4	down
Slc25a5	down
Slc2a8	down
Slc4a1ap	down
Slc4a7	down
Slc6a12	down
Slc6a6	down
Slc7a1	down
Slc7a2	down
Slc7a5	down
Slc7a6	down
Slc7a7	down
Slc7a8	down
Slfn2	down
Slfn9	up
Slpi	up
Slx4	down
Smad7	down
Smarcal1	down
Smc2	up
Smco4	up
Smox	up
Smyd2	up
Snap23	up
Snf8	down
Snhg1	down
Snhg12	down
Snhg5	down
Snrpd2	down
Snx10	up
Snx13	up
Snx18	up
Snx2	down
Snx8	down
Sord	up
Sort1	up
Sowahc	up
Sox5	up
Sp3	up
Sp4	up
Spag5	up
Spata13	up
Spc24	down
Spc25	down
Spcs3	up
Spic	up
Spire1	up
Spn	up
Spns1	down
Spns2	down
Sppl2a	up
Spty2d1	down
Srgap3	up
Srpk3	down
Srrm2	down
Srrt	down
Ssna1	down
Sspn	up
St14	down
Stab2	up
Stac2	down
Stambpl1	down
Stard8	up
Stau2	up
Stil	up
Stk11	down
Stk16	down
Stk25	down
Stk3	up
Stk39	up
Stom	up
Stra13	down
Stt3a	down
Stt3b	down
Stub1	down
Stx11	up
Stx3	up
Sucla2	down
Suclg1	down
Suclg2	down
Sugp1	down
Sugp2	down
Sun1	down
Supt20_1	down
Supt4a	down
Supt5	down
Surf2	down
Suv420h2	down
Suz12	up
Sympk	down
Szt2	down
Taf1b	down
Taf1c	down
Taf1d	down
Taf9b	up
Tagap1	down
Tamm41	down
Taok2	down
Tap1	down
Tap2	down
Tarbp2	down
Taz	down
Tbkbp1	up
Tbl3	down
Tbrg4	down
Tbx21	up
Tcf19	up
Tcf20	down
Tcf4	up
Tcf7l2	down
Tcn2	up
Tec	down
Tecpr1	down
Telo2	down
Tenm4	up
Tet2	down
Tfdp1	up
Tfec	up
Tfpt	down
Tg	up
Thap4	down
Thap7	down
Thbd	up
Them6	down
Thoc2	up
Thsd7a	down
Thyn1	up
Ticam2	up
Ticrr	up
Timd2	up
Timd4	up
Timm13	down
Timm44	down
Timp2	up
Tjap1	down
Tjp1	up
Tjp2	up
Tjp3	down
Tk1	up
Tlcd2	up
Tlr12	up
Tlr13	up
Tlr2	up
Tlr3	up
Tlr4	up
Tlr7	up
Tlr8	up
Tlr9	up
Tm9sf3	up
Tmbim1	up
Tmc6	down
Tmcc3	up
Tmco1	up
Tmco6	down
Tmed1	down
Tmed10	up
Tmed5	up
Tmed7	up
Tmem106a	up
Tmem106b	up
Tmem123	up
Tmem131	up
Tmem141	up
Tmem154	up
Tmem159	up
Tmem168	up
Tmem176a	up
Tmem176b	up
Tmem18	up
Tmem181a	up
Tmem198b	down
Tmem231	up
Tmem26	up
Tmem30a	up
Tmem38b	up
Tmem42	down
Tmem51	up
Tmem55a	up
Tmem65	up
Tmem66	up
Tmem67	up
Tmem81	down
Tmem86a	up
Tmf1	down
Tmsb4x	down
Tmub1	down
Tmx1	up
Tmx3	up
Tnfrsf11a	down
Tnip1	down
Tnip2	down
Tnip3	up
Tnk2	down
Tnni2	down
Tnrc6c	down
Tns1	up
Tns3	up
Tomm34	down
Top1	up
Top2a	up
Top3b	down
Toporsos	down
Tpp1	up
Tppp	up
Tprn	down
Trabd2b	up
Traf2	down
Traf3	down
Traf3ip2	down
Traf3ip3	down
Traf4	down
Traf5	down
Tram2	up
Trappc5	down
Treml2	down
Treml4	up
Trerf1	up
Trf	up
Trim11	down
Trim12a	down
Trim23	up
Trim30b	down
Trim37	up
Trim39	down
Trim62	up
Trip10	down
Trit1	down
Trmt1	down
Trmt2a	down
Trmt61a	down
Trmu	down
Trnau1ap	down
Trnt1	down
Trp53i11	down
Trp53i13	down
Trp53inp1	up
Trpc4ap	down
Trpm2	down
Trpm4	down
Trpm7	down
Trpv2	down
Trub1	down
Tsen54	down
Tspan15	up
Tspan3	up
Tspan31	up
Tspan32	down
Tspan4	up
Tspyl2	down
Tsr3	down
Ttc39b	up
Ttc5	down
Ttk	up
Ttyh2	up
Twf1	down
Twf2	down
Txn1	up
Txndc5	up
Txnrd2	down
Tyms	up
Tyrobp	up
U2af1l4	down
Uba6	up
Uba7	down
Ubald2	down
Ubd	up
Ube2c	up
Ube2j1	up
Ube3a	up
Ubr4	down
Ubxn1	down
Ubxn11	down
Ubxn2a	up
Ubxn6	down
Uck2_2	up
Uckl1	down
Uhmk1	up
Uhrf1	down
Uhrf1bp1	up
Ulbp1	up
Unc13d	down
Unc45a	down
Unc5a	up
Unk	down
Upf1	down
Upf3b	down
Urm1	down
Use1	down
Usf1	down
Usp12	up
Ust	up
Utp11l	down
Utp14a	down
Utp15	down
Utp18	down
Utp20	down
Utp23	down
Utp3	down
Utp6	down
Vamp1	down
Vamp2	down
Vars	down
Vcam1	up
Vcl	up
Vipas39	down
Vma21	up
Vnn3	up
Vopp1	down
Vpreb3	down
Vps13a	up
Vps16	down
Vps26b	up
Vps35	up
Vps72	down
Vstm4	up
Vwa5a	up
Vwf	up
Wash	down
Wbscr16	down
Wdfy1	down
Wdfy2	up
Wdfy3	up
Wdr24	down
Wdr4	down
Wdr7	up
Wdr74	down
Wdr91	down
Wee1	up
Wfs1	up
Whrn	down
Wibg	down
Xab2	down
Xbp1	up
Xdh	up
Xiap	up
Xpo4	up
Xpr1	up
Xrcc6bp1	down
Ypel3	down
Zbtb17	down
Zbtb32	up
Zbtb38	up
Zbtb40	down
Zbtb41	up
Zbtb46	up
Zbtb49	down
Zbtb7b	down
Zc3h12a	down
Zc3h12c	up
Zc3h7a	down
Zeb2	up
Zeb2os	up
Zfp1	down
Zfp142	down
Zfp212	down
Zfp26	up
Zfp281	up
Zfp296	down
Zfp318	down
Zfp335	down
Zfp36	down
Zfp367	up
Zfp408	down
Zfp414	down
Zfp444	down
Zfp511	down
Zfp513	down
Zfp518a	up
Zfp518b	up
Zfp592	down
Zfp598	down
Zfp608	down
Zfp637	down
Zfp646	down
Zfp652	down
Zfp653	down
Zfp688	down
Zfp7	down
Zfp703	up
Zfp707	down
Zfp747	down
Zfp770	up
Zfp777	down
Zfp800	up
Zfp808	up
Zfp821	down
Zfp935	up
Zfp956	down
Zfx	up
Zhx2	down
Zkscan14	down
Zmat3	up
Znrf1	down
Zpr1	down
Zscan20	down
Zswim8	down
Zwilch	up
Zxdb	down
