"","Cluster","group","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"104","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0046943","carboxylic acid transmembrane transporter activity","8/296","196/28409",0.0408163265306122,3.91740209597352,4.20544813000374,0.00109300066199508,0.018341917359105,0.0145254035344083,"76408/72401/101488/209837/239273/73822/102680/72055",8
"105","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0005342","organic acid transmembrane transporter activity","8/296","197/28409",0.0406091370558376,3.89751680614625,4.18749911254022,0.00112919125598028,0.0183750213473155,0.0145516193753121,"76408/72401/101488/209837/239273/73822/102680/72055",8
"106","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0036122","BMP binding","3/296","21/28409",0.142857142857143,13.7109073359073,5.97903906053386,0.00129580008142095,0.0204660189330309,0.0162075304301568,"13805/17965/11603",3
"107","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0042277","peptide binding","10/296","303/28409",0.033003300330033,3.16753634822942,3.892250393515,0.00138416903059362,0.0212371076979649,0.0168181740860097,"18822/21355/64294/13809/13482/21354/15039/15122/110557/14964",10
"108","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0042605","peptide antigen binding","5/296","79/28409",0.0632911392405063,6.07445261717414,4.63438434977007,0.00142636538212602,0.0212766169500465,0.0168494624087402,"21355/21354/15039/110557/14964",5
"109","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:1901681","sulfur compound binding","10/296","306/28409",0.0326797385620915,3.1364820703056,3.85563765401584,0.00148890094997508,0.0216091840577464,0.0171128302642939,"19280/14586/11656/14268/12628/16409/75612/18782/11603/20564",10
"110","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0001846","opsonin binding","3/296","23/28409",0.130434782608696,12.5186545240893,5.67056274727648,0.00169911202713078,0.0240111357518218,0.0190149933230148,"12628/16409/12268",3
"111","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0015101","organic cation transmembrane transporter activity","5/296","84/28409",0.0595238095238095,5.71287805662806,4.43867631092732,0.00187328315683529,0.0257936680825782,0.0204266233565845,"19743/72401/209837/73822/102680",5
"112","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0015125","bile acid transmembrane transporter activity","3/296","24/28409",0.125,11.9970439189189,5.53031310338328,0.00192697063021933,0.0258695807106945,0.020486740384437,"76408/101488/239273",3
"113","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0005044","scavenger receptor activity","3/296","25/28409",0.12,11.5171621621622,5.39814274299043,0.00217297779320734,0.028460709145179,0.0225387170335241,"93671/19039/140792",3
"114","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0030548","acetylcholine receptor regulator activity","3/296","26/28409",0.115384615384615,11.0741943866944,5.27327524919337,0.00243761659827114,0.0309788068503125,0.0245328588993948,"17069/23936/11603",3
"115","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0005319","lipid transporter activity","7/296","175/28409",0.04,3.83905405405405,3.86561919712085,0.0024806120941591,0.0309788068503125,0.0245328588993948,"76408/27410/101488/239273/432628/76559/54667",7
"116","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:1901618","organic hydroxy compound transmembrane transporter activity","4/296","55/28409",0.0727272727272727,6.98009828009828,4.55507033780353,0.00259429173695448,0.0316621514260126,0.0250740158308519,"11826/76408/101488/239273",4
"117","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0099602","neurotransmitter receptor regulator activity","3/296","27/28409",0.111111111111111,10.664039039039,5.15503536204741,0.0027213490920325,0.0324747658315878,0.0257175446358159,"17069/23936/11603",3
"118","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0030881","beta-2-microglobulin binding","3/296","28/28409",0.107142857142857,10.2831805019305,5.04283261080671,0.00302461676092983,0.0353091130569417,0.027962132069008,"15039/110557/14964",3
"119","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0016887","ATP hydrolysis activity","11/296","396/28409",0.0277777777777778,2.66600975975976,3.42576771708286,0.00313538652529004,0.0358234588102288,0.0283694547864989,"320632/170472/76408/16553/27410/21355/11647/239273/21354/54667/637515",11
"120","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0004620","phospholipase activity","5/296","95/28409",0.0526315789473684,5.05138691322902,4.05861165853732,0.00320534524032316,0.0358597998761153,0.0283982341467227,"15368/18797/18805/18782/104759",5
"121","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0001848","complement binding","3/296","29/28409",0.103448275862069,9.92858807082945,4.93614807347863,0.0033478409980978,0.0366896044077249,0.0290553762240926,"12628/16409/12268",3
"122","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0005096","GTPase activator activity","8/296","238/28409",0.0336134453781513,3.2260958437429,3.53870039374348,0.00365440854308608,0.0373636281541912,0.0295891517677021,"216991/74018/71729/19415/236920/66251/347722/50780",8
"123","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds","5/296","98/28409",0.0510204081632653,4.89675261996691,3.96506999164924,0.0036635578887315,0.0373636281541912,0.0295891517677021,"17159/15211/14387/227619/140481",5
"124","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0004896","cytokine receptor activity","5/296","98/28409",0.0510204081632653,4.89675261996691,3.96506999164924,0.0036635578887315,0.0373636281541912,0.0295891517677021,"16160/13857/14586/12771/12767",5
"125","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0140375","immune receptor activity","6/296","141/28409",0.0425531914893617,4.08410005750431,3.76706456088217,0.00368765789976189,0.0373636281541912,0.0295891517677021,"16160/13857/14586/12771/12767/232801",6
"126","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0015291","secondary active transmembrane transporter activity","9/296","294/28409",0.0306122448979592,2.93805157198014,3.42754006247452,0.00389705533768869,0.0387540503025709,0.0306902603591858,"20498/212980/12557/101488/209837/73822/26373/102680/432628",9
"127","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0043028","cysteine-type endopeptidase regulator activity involved in apoptotic process","4/296","62/28409",0.0645161290322581,6.19202266782912,4.19944078368004,0.00400920493870817,0.0391444191288416,0.0309994027796766,"20111/50930/20706/20617",4
"128","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0043236","laminin binding","3/296","32/28409",0.09375,8.99778293918919,4.64487414515642,0.00444117522251998,0.0412352768607358,0.0326552030809317,"94242/104099/11603",3
"129","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0004601","peroxidase activity","4/296","64/28409",0.0625,5.99852195945946,4.10776839928465,0.00449308077296898,0.0412352768607358,0.0326552030809317,"14778/19224/15129/15122",4
"130","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0015171","amino acid transmembrane transporter activity","5/296","103/28409",0.0485436893203883,4.65904618210443,3.81733119159972,0.0045287849747808,0.0412352768607358,0.0326552030809317,"72401/209837/73822/102680/72055",5
"131","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0035374","chondroitin sulfate binding","2/296","10/28409",0.2,19.1952702702703,5.90499556737675,0.00460729350399283,0.0412352768607358,0.0326552030809317,"19280/11603",2
"132","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0062061","TAP complex binding","2/296","10/28409",0.2,19.1952702702703,5.90499556737675,0.00460729350399283,0.0412352768607358,0.0326552030809317,"110557/14964",2
"133","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0042910","xenobiotic transmembrane transporter activity","3/296","33/28409",0.0909090909090909,8.72512285012285,4.55616418336143,0.0048480536744601,0.042678767593198,0.0337983379548211,"76408/27410/239273",3
"134","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0016684","oxidoreductase activity, acting on peroxide as acceptor","4/296","66/28409",0.0606060606060606,5.81674856674857,4.01990347548785,0.00501480255241482,0.0434346608168832,0.034396947897718,"14778/19224/15129/15122",4
"135","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0031406","carboxylic acid binding","7/296","201/28409",0.0348258706467662,3.34245999731074,3.41976807125042,0.00529738886863331,0.0451539336897791,0.0357584812519274,"18822/14586/16004/20617/18484/83382/11603",7
"136","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0050840","extracellular matrix binding","4/296","68/28409",0.0588235294117647,5.64566772655008,3.93556966668158,0.0055756567729672,0.0460696816991336,0.0364836840271489,"94242/21810/104099/11603",4
"137","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0015132","prostaglandin transmembrane transporter activity","2/296","11/28409",0.181818181818182,17.4502457002457,5.59934778332317,0.00559254648150179,0.0460696816991336,0.0364836840271489,"101488/239273",2
"138","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0042608","T cell receptor binding","3/296","35/28409",0.0857142857142857,8.2265444015444,4.38951971836689,0.00572745444951936,0.0460696816991336,0.0364836840271489,"15039/110557/14964",3
"139","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0042626","ATPase-coupled transmembrane transporter activity","5/296","109/28409",0.0458715596330275,4.40258492437392,3.65209102643186,0.00574798635724759,0.0460696816991336,0.0364836840271489,"76408/27410/21355/239273/21354",5
"140","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0030695","GTPase regulator activity","11/296","433/28409",0.0254041570438799,2.43819830222832,3.09444308404013,0.00606782386104239,0.0472234987446343,0.0373974193724047,"319939/216991/74760/74018/71729/19415/18220/236920/66251/347722/50780",11
"141","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0060589","nucleoside-triphosphatase regulator activity","11/296","433/28409",0.0254041570438799,2.43819830222832,3.09444308404013,0.00606782386104239,0.0472234987446343,0.0373974193724047,"319939/216991/74760/74018/71729/19415/18220/236920/66251/347722/50780",11
"142","PL2-3 2DG vs PL2-3","PL2-3 2DG vs PL2-3","GO:0015179","L-amino acid transmembrane transporter activity","4/296","71/28409",0.0563380281690141,5.40711838599163,3.81515232252023,0.00649303332377296,0.0498108413552297,0.0394463979369064,"72401/209837/102680/72055",4
"143","R848 2DG vs R848","R848 2DG vs R848","GO:0016917","GABA receptor activity","1/1","22/28409",0.0454545454545455,1291.31818181818,35.9209991762226,0.000774402478088132,0.000774402478088132,NA,"239845",1
